City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Codrington,AU,-38.2667,141.9667,53.13,96,100,17.13,light rain
455,Velingara,SN,13.15,-14.1167,82.71,64,16,4.59,few clouds
456,Abnub,EG,27.2696,31.1511,71.67,32,0,6.98,clear sky
457,Minden,DE,52.2833,8.9167,61.02,81,100,11.5,heavy intensity rain
458,Kayankulam,IN,9.1833,76.5,78.96,88,38,2.71,scattered clouds
459,Ha Giang,VN,22.8333,104.9833,75.87,82,97,2.19,overcast clouds
460,Muros,ES,42.7762,-9.0603,62.83,81,16,16.55,few clouds
461,Shitanjing,CN,39.2342,106.3439,49.23,31,19,5.32,few clouds
462,Tashigang,BT,27.3331,91.5542,60.6,69,100,5.44,overcast clouds
463,Straumen,NO,63.8709,11.2999,32.0,82,43,3.74,scattered clouds
464,Assiniboia,CA,49.6334,-105.9845,30.02,93,100,27.63,snow
465,Tual,ID,-5.6667,132.75,83.3,73,100,3.67,overcast clouds
466,Aswan,EG,24.0934,32.907,76.03,35,4,12.35,clear sky
467,Kauhajoki,FI,62.4333,22.1833,30.18,83,0,4.25,clear sky
468,Lavrentiya,RU,65.5833,-171.0,31.06,85,100,2.35,overcast clouds
469,Grand Island,US,40.925,-98.342,87.75,29,0,24.16,clear sky
470,Kopavogur,IS,64.1123,-21.913,41.22,70,40,13.8,scattered clouds
471,Dejen,ET,10.1667,38.1333,56.55,56,24,2.44,few clouds
472,Linhares,BR,-19.3911,-40.0722,73.0,91,100,6.46,overcast clouds
473,Zheleznodorozhnyy,RU,55.7503,38.0042,43.32,94,100,4.16,overcast clouds
474,Uray,RU,60.1247,64.7758,32.2,71,100,16.78,overcast clouds
475,Ostrovnoy,RU,68.0531,39.5131,35.19,90,100,18.92,overcast clouds
476,Zhezkazgan,KZ,47.8043,67.7144,34.02,35,10,5.75,clear sky
477,Matay,EG,28.419,30.7792,72.57,28,0,6.55,clear sky
478,Atherton,GB,53.5237,-2.4935,57.25,91,49,3.58,scattered clouds
479,Xam Nua,LA,20.4197,104.0439,61.95,95,18,1.52,few clouds
480,Beloha,MG,-25.1667,45.05,70.57,82,20,2.86,few clouds
481,Prince Rupert,CA,54.3161,-130.3201,42.89,93,100,23.02,light rain
482,Nuevo Progreso,MX,23.1667,-97.95,84.54,62,91,3.0,overcast clouds
483,Tura,IN,25.5198,90.2201,69.39,83,93,3.27,overcast clouds
484,Oshakati,NA,-17.7833,15.6833,87.19,27,29,7.96,scattered clouds
485,Shetpe,KZ,44.1667,52.1167,47.64,51,1,7.67,clear sky
486,Oktyabrskoye,RU,43.0645,44.7417,37.54,93,100,6.71,overcast clouds
487,Gornyak,RU,50.9942,81.4661,33.49,67,65,8.52,broken clouds
488,Talas,TR,38.6908,35.5538,41.67,70,20,1.14,few clouds
489,Bataipora,BR,-22.2953,-53.2711,82.42,51,0,2.46,clear sky
490,Bagdarin,RU,54.4333,113.6,25.3,78,82,1.07,broken clouds
491,Ayorou,NE,14.7308,0.9174,89.46,13,0,9.19,clear sky
492,Bonavista,CA,48.6499,-53.1147,56.84,71,17,11.16,few clouds
493,Meulaboh,ID,4.1363,96.1285,78.66,84,99,6.46,light rain
494,Aleksandrov Gay,RU,50.147,48.5704,41.49,62,23,8.52,few clouds
495,Matale,LK,7.4721,80.6234,70.39,95,100,3.18,overcast clouds
496,Buin,CL,-33.7333,-70.75,77.32,22,0,9.64,clear sky
497,Palu,ID,-0.8917,119.8707,75.94,96,100,3.87,overcast clouds
498,Zhanaozen,KZ,43.3,52.8,49.1,51,6,9.98,clear sky
499,Basti,IN,26.8,82.7167,70.21,66,0,6.62,clear sky
500,Pineville,US,31.3224,-92.4343,84.09,54,75,12.66,broken clouds
501,Tiarei,PF,-17.5333,-149.3333,77.32,77,100,5.97,overcast clouds
502,Baghdad,IQ,33.3406,44.4009,75.11,46,0,6.91,clear sky
503,Kalianget,ID,-7.05,113.9333,80.37,84,100,3.89,overcast clouds
504,Honningsvag,NO,70.9821,25.9704,38.95,87,75,18.41,broken clouds
505,Nador,MA,35.174,-2.9287,71.85,73,0,0.0,clear sky
506,Cherskiy,RU,68.75,161.3,10.96,95,100,9.95,light snow
507,Goundi,TD,9.3627,17.366,79.11,62,100,3.42,overcast clouds
508,Middelburg,ZA,-25.7751,29.4648,72.36,48,99,6.62,overcast clouds
509,Chapais,CA,49.7834,-74.8492,67.78,57,0,8.79,clear sky
510,Minudasht,IR,37.2289,55.3747,62.92,76,37,3.47,scattered clouds
511,Tuban,ID,-6.8976,112.0649,77.88,88,100,12.55,overcast clouds
512,Palora,EC,-1.7,-77.9333,73.98,91,97,1.66,moderate rain
513,Mbanza-Ngungu,CD,-5.25,14.8667,75.69,77,100,3.18,overcast clouds
514,Saint-Francois,FR,46.4154,3.9054,71.04,49,0,12.66,clear sky
515,Kamenka,RU,51.3223,42.7678,44.96,67,100,12.35,overcast clouds
516,Assis,BR,-22.6617,-50.4122,82.89,38,0,4.54,clear sky
517,Bardiyah,LY,31.7561,25.0865,68.56,60,0,8.97,clear sky
518,Pringsewu,ID,-5.3582,104.9744,73.17,95,100,3.22,moderate rain
519,Luwuk,ID,-0.9516,122.7875,78.62,76,97,2.75,light rain
520,Jalingo,NG,8.8833,11.3667,80.22,71,54,4.0,broken clouds
521,Kulhudhuffushi,MV,6.6221,73.07,81.14,78,100,12.91,overcast clouds
522,Kawalu,ID,-7.3817,108.2082,71.56,97,100,0.78,overcast clouds
523,Menongue,AO,-14.6585,17.691,72.41,55,58,6.96,broken clouds
524,Svetlyy,RU,54.675,20.1347,51.96,94,91,7.76,overcast clouds
525,Sur,OM,22.5667,59.5289,80.17,42,0,5.73,clear sky
526,Talnakh,RU,69.4865,88.3972,21.45,96,100,7.27,light snow
527,Mezen,RU,65.8522,44.24,33.78,97,100,10.89,light snow
528,Cacoal,BR,-11.4386,-61.4472,76.78,89,100,1.25,overcast clouds
529,Ende,ID,-8.8432,121.6623,79.59,84,100,1.95,overcast clouds
530,Itaituba,BR,-4.2761,-55.9836,88.5,52,99,4.5,overcast clouds
531,Flinders,AU,-34.5833,150.8552,62.19,93,100,4.0,overcast clouds
532,Chengzihe,CN,45.3333,131.0667,29.37,83,5,4.63,clear sky
533,Halifax,CA,44.6453,-63.5724,65.68,62,100,4.61,overcast clouds
534,Cockburn Town,TC,21.4612,-71.1419,82.35,67,100,8.95,overcast clouds
535,Koraput,IN,18.8167,82.7167,60.57,90,100,1.12,overcast clouds
536,Merrill,US,45.1805,-89.6835,73.17,59,40,16.11,scattered clouds
537,Nova Olinda Do Norte,BR,-3.8881,-59.0942,86.54,58,100,1.9,overcast clouds
538,Kiama,AU,-34.6833,150.8667,62.38,95,100,13.0,overcast clouds
539,Mackenzie,CA,55.2999,-123.1698,32.22,86,100,12.66,overcast clouds
540,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,88.47,43,100,4.99,overcast clouds
541,Maua,BR,-23.6678,-46.4614,70.45,77,42,10.65,scattered clouds
542,Port Augusta,AU,-32.5,137.7667,59.63,81,100,13.4,overcast clouds
543,Ambilobe,MG,-13.2,49.05,73.8,73,73,3.06,broken clouds
544,Maniitsoq,GL,65.4167,-52.9,36.01,97,100,13.11,light rain
545,Zonguldak,TR,41.25,31.8333,50.67,67,2,4.54,clear sky
546,Harper,LR,4.375,-7.7169,77.38,86,94,6.35,overcast clouds
547,Leh,IN,34.1667,77.5833,31.26,37,1,0.92,clear sky
548,Tilichiki,RU,60.4667,166.1,8.76,90,27,6.51,scattered clouds
549,San Miguel,SV,13.4833,-88.1833,91.06,55,20,5.75,few clouds
550,Craig,US,40.5153,-107.5464,34.39,86,100,9.22,mist
551,Olinda,BR,-8.0089,-34.8553,80.33,71,68,9.57,broken clouds
552,Ponoka,CA,52.6768,-113.5815,39.88,61,45,1.68,scattered clouds
553,Port Keats,AU,-14.25,129.55,83.41,77,10,13.67,clear sky
554,Ngunguru,NZ,-35.6167,174.5,53.29,81,14,6.82,few clouds
555,Leonidovo,RU,49.2833,142.8667,25.7,72,82,3.87,broken clouds
556,Tigil,RU,57.8,158.6667,18.81,84,95,4.43,overcast clouds
557,Dunedin,NZ,-45.8742,170.5036,48.79,89,100,11.01,overcast clouds
558,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.35,62,95,0.94,overcast clouds
559,Sandpoint,US,48.2766,-116.5533,48.02,78,0,8.01,clear sky
560,Kisaran,ID,2.9845,99.6158,74.53,96,100,0.6,overcast clouds
561,Hobyo,SO,5.3505,48.5268,79.09,80,100,12.44,overcast clouds
562,Banda Aceh,ID,5.5577,95.3222,79.95,78,98,6.02,light rain
563,Leona Vicario,MX,20.9667,-87.1917,84.07,43,15,5.46,few clouds
564,Newport,GB,51.5877,-2.9984,57.45,89,86,8.21,overcast clouds
565,Mount Gambier,AU,-37.8333,140.7667,53.51,94,100,11.5,moderate rain
566,Vanavara,RU,60.34,102.2797,39.42,83,100,20.76,light rain
567,Navolato,MX,24.7672,-107.6944,91.63,61,74,10.71,broken clouds
568,Denpasar,ID,-8.65,115.2167,80.26,88,75,9.22,broken clouds
569,Berlevag,NO,70.8578,29.0864,39.2,81,100,25.32,overcast clouds
570,Boa Vista,BR,2.8197,-60.6733,91.29,52,100,5.26,overcast clouds
571,Lulea,SE,65.5842,22.1547,35.67,60,0,17.27,clear sky
572,Hammerfest,NO,70.6634,23.6821,37.85,87,75,5.75,broken clouds
573,Alyangula,AU,-13.8483,136.4192,83.41,77,28,15.52,scattered clouds
574,Nouakchott,MR,18.0858,-15.9785,76.93,73,0,13.91,clear sky
575,Mattawa,US,46.7379,-119.9028,58.26,33,6,1.99,clear sky
576,Bristol,US,41.8334,-71.1662,58.82,78,100,3.0,overcast clouds
577,Mae Sai,TH,20.4335,99.8762,71.85,78,96,1.54,overcast clouds
578,General Roca,AR,-39.0333,-67.5833,85.62,17,0,10.6,clear sky
579,Vestmannaeyjar,IS,63.4427,-20.2734,43.72,81,100,22.73,overcast clouds
580,Polyarnyy,RU,69.1989,33.4478,39.06,70,100,28.39,overcast clouds
581,Prainha,BR,-1.8,-53.48,96.21,36,45,4.63,scattered clouds
582,Mehamn,NO,71.0357,27.8492,39.15,70,75,16.11,broken clouds
583,Maues,BR,-3.3836,-57.7186,98.1,33,59,2.89,broken clouds
584,San Rafael,AR,-34.6177,-68.3301,80.53,21,0,12.39,clear sky
585,Labuan,MY,5.2767,115.2417,79.16,89,20,1.14,thunderstorm
586,Hami,CN,42.8,93.45,54.99,26,0,6.67,clear sky
587,Pitkyaranta,RU,61.5734,31.4792,38.23,73,1,11.88,clear sky
588,Iquique,CL,-20.2208,-70.1431,62.64,63,31,6.02,scattered clouds
589,The Valley,AI,18.217,-63.0578,87.66,62,20,10.36,few clouds
590,Maarianhamina,AX,60.0973,19.9348,31.86,100,0,2.3,clear sky
591,Monrovia,LR,6.3005,-10.7969,78.57,82,83,5.84,broken clouds
592,Sampit,ID,-2.5333,112.95,74.68,97,100,4.14,overcast clouds
593,Pavilosta,LV,56.8879,21.1859,48.11,78,97,3.85,overcast clouds
594,Dwarka,IN,22.2394,68.9678,82.78,50,0,8.12,clear sky
595,Shenzhen,CN,22.5455,114.0683,80.98,85,85,7.34,overcast clouds
596,Rwamagana,RW,-1.9487,30.4347,72.84,72,8,3.8,clear sky
597,Krasnyy Chikoy,RU,50.3643,108.7512,31.95,78,15,4.38,few clouds
598,Enzan,JP,35.7,138.7333,55.9,74,92,1.19,overcast clouds
599,Mount Isa,AU,-20.7333,139.5,81.25,39,20,7.4,light rain
600,Kushima,JP,31.4583,131.2333,60.62,85,46,8.16,scattered clouds
601,Payson,US,40.0444,-111.7321,42.4,79,100,5.01,overcast clouds
602,Tandalti,SD,13.0167,31.8667,94.24,21,69,11.72,broken clouds
603,Basco,PH,20.4487,121.9702,79.84,84,100,24.76,overcast clouds
604,Fort Nelson,CA,58.8053,-122.7002,29.26,67,84,4.99,broken clouds
605,Mabaruma,GY,8.2,-59.7833,85.91,69,95,6.49,moderate rain
606,Fomboni,KM,-12.28,43.7425,77.85,77,0,9.98,clear sky
607,Cidreira,BR,-30.1811,-50.2056,67.15,76,10,13.47,clear sky
608,Ladson,US,32.9857,-80.1098,77.95,50,0,11.5,clear sky
609,Buluang,PH,13.3068,123.3425,76.08,94,67,2.91,broken clouds
610,Grand-Lahou,CI,5.1367,-5.0242,77.76,87,71,7.38,broken clouds
611,Namatanai,PG,-3.6667,152.4333,77.63,79,100,2.06,overcast clouds
612,Ullapool,GB,57.8987,-5.1604,52.11,93,100,6.42,overcast clouds
613,Hermon,US,44.8101,-68.9134,66.15,58,100,4.61,overcast clouds
614,Paamiut,GL,61.994,-49.6678,35.94,99,100,11.34,light rain
615,Seabra,BR,-12.4186,-41.7703,74.07,70,82,8.59,broken clouds
616,Zwedru,LR,6.0667,-8.1281,73.58,96,100,1.99,moderate rain
617,Pingliang,CN,35.5392,106.6861,52.56,52,100,3.29,overcast clouds
618,Lebyazhye,RU,55.2689,66.4947,29.55,63,21,12.01,few clouds
619,Haapsalu,EE,58.9431,23.5414,46.9,86,15,11.77,few clouds
620,Canon City,US,38.441,-105.2424,67.98,41,75,8.05,broken clouds
621,Tahta,EG,26.7693,31.5021,72.73,31,0,7.7,clear sky
622,Betafo,MG,-19.8333,46.85,63.9,61,2,1.36,clear sky
623,Athens,GR,37.9795,23.7162,69.94,74,0,1.01,clear sky
624,Taoudenni,ML,22.6783,-3.9836,88.95,12,95,11.03,overcast clouds
625,Makinsk,KZ,52.6292,70.4169,23.97,87,13,7.7,few clouds
626,Wanning,CN,18.8003,110.3967,73.76,77,100,7.65,overcast clouds
627,Swan River,CA,52.1058,-101.2676,37.29,87,100,21.85,light rain
628,Central Point,US,42.376,-122.9164,53.29,65,75,1.99,broken clouds
629,Aguimes,ES,27.9054,-15.4461,70.66,78,20,16.11,few clouds
630,Manggar,ID,-2.8833,108.2667,77.4,89,99,5.64,overcast clouds
631,Nioki,CD,-2.7167,17.6833,73.42,93,100,2.71,light rain
632,Nome,US,64.5011,-165.4064,39.27,87,100,21.85,mist
633,Coquimbo,CL,-29.9533,-71.3436,60.53,72,75,9.22,broken clouds
634,Constantine,DZ,36.365,6.6147,76.41,23,0,14.97,clear sky
635,Alice Springs,AU,-23.7,133.8833,62.15,82,40,5.75,scattered clouds
636,Iranshahr,IR,27.2025,60.6848,77.34,25,0,4.61,clear sky
637,Vestmanna,FO,62.1564,-7.1664,43.72,87,100,9.22,overcast clouds
638,Lobito,AO,-12.3481,13.5456,76.41,82,100,8.12,overcast clouds
639,Snezhnogorsk,RU,69.1933,33.2531,35.38,69,100,26.08,overcast clouds
640,Urucara,BR,-2.5364,-57.76,95.14,38,98,2.39,overcast clouds
641,Autun,FR,46.95,4.3,57.51,95,100,3.44,overcast clouds
642,Hinton,CA,53.4001,-117.5857,39.29,59,33,2.42,scattered clouds
643,Bara,NG,10.3744,10.7288,85.32,50,75,3.62,broken clouds
644,Miramar,US,25.9873,-80.2323,87.01,59,75,12.66,broken clouds
645,Wilmington,US,34.2257,-77.9447,74.95,54,0,14.97,clear sky
646,Calama,CL,-22.4667,-68.9333,75.69,7,0,24.16,clear sky
647,Calabozo,VE,8.9242,-67.4293,88.72,59,98,4.38,overcast clouds
648,Mukhen,RU,48.1,136.1,31.32,76,5,2.57,clear sky
649,Sharkan,RU,57.2989,53.8712,35.06,88,100,15.12,overcast clouds
650,Sisimiut,GL,66.9395,-53.6735,34.97,95,100,5.53,overcast clouds
651,Nalut,LY,30.3333,10.85,72.1,33,0,6.53,clear sky
652,Angoche,MZ,-16.2325,39.9086,76.87,78,0,15.26,clear sky
653,Jijiga,ET,9.35,42.8,68.0,67,71,2.57,light rain
654,San Vicente,AR,-26.6167,-54.1333,79.12,38,0,4.7,clear sky
655,Zhangye,CN,38.9342,100.4517,47.48,35,58,2.13,broken clouds
656,Tambun,ID,-6.2641,107.0712,81.03,77,100,4.03,overcast clouds
657,Balaguer,ES,41.7912,0.8109,67.68,81,100,7.94,overcast clouds
658,Madras,IN,13.0878,80.2785,78.78,83,40,2.3,mist
659,Hay River,CA,60.8156,-115.7999,30.18,69,75,4.61,broken clouds
660,Deming,US,32.2687,-107.7586,71.49,28,0,20.71,clear sky
661,Bunia,CD,1.5667,30.25,64.87,81,3,0.63,clear sky
662,Biu,NG,10.6129,12.1946,79.2,50,65,0.96,broken clouds
663,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.22,72,68,10.8,broken clouds
664,Buala,SB,-8.145,159.5921,78.89,82,100,2.86,light rain
665,Naze,JP,28.3667,129.4833,67.12,67,0,19.75,clear sky
666,Uruacu,BR,-14.5247,-49.1408,86.45,45,97,4.54,overcast clouds
667,Bahia Blanca,AR,-38.7196,-62.2724,76.44,25,22,14.25,few clouds
668,Tanout,NE,14.9709,8.8879,85.78,16,41,9.84,scattered clouds
669,Westport,US,41.1415,-73.3579,62.28,70,100,9.22,overcast clouds
670,Chik,RU,54.9928,82.4311,33.55,86,75,13.42,light rain and snow
671,Hirado,JP,33.3597,129.5531,63.39,57,86,21.74,overcast clouds
672,Ambanja,MG,-13.6833,48.45,73.26,84,2,1.41,clear sky
673,Gamboma,CG,-1.8764,15.8644,74.21,89,99,2.64,overcast clouds
674,Krasnotorka,UA,48.682,37.5327,50.36,95,100,8.79,light rain
675,Bantacan,PH,7.604,126.1298,74.55,98,100,1.39,overcast clouds
676,West Bend,US,43.4253,-88.1834,74.82,63,0,12.66,clear sky
677,Senno,RU,59.5336,33.9167,39.25,92,100,7.7,overcast clouds
678,Cacule,BR,-14.5033,-42.2222,85.44,42,100,4.0,overcast clouds
679,Roma,US,43.2128,-75.4557,70.83,46,0,9.22,clear sky
680,Fairbanks,US,64.8378,-147.7164,31.23,94,100,0.0,fog
681,Shadegan,IR,30.6497,48.6647,80.55,42,3,6.02,clear sky
682,Baykit,RU,61.67,96.37,26.89,79,100,15.35,overcast clouds
683,Yuci,CN,37.6803,112.7319,38.95,60,0,4.47,clear sky
