City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
335,Abonnema,NG,77.67,moderate rain,4.7084,6.7931,Corper's Lodge Obonoma
336,Santa Maria Del Oro,MX,73.4,overcast clouds,25.9333,-105.3667,Hotel Palacio Del Sol
338,Malakal,SS,72.23,light rain,9.5334,31.6605,Nile Palace Hotel
340,Kavaratti,IN,81.34,overcast clouds,10.5669,72.642,Green leaf
343,Samarai,PG,79.92,scattered clouds,-10.6167,150.6667,Nuli Sapi
344,Lahat,ID,73.27,light rain,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
345,Viransehir,TR,64.47,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
346,Katsuura,JP,62.89,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
347,Kaka,TM,61.97,overcast clouds,37.3482,59.6143,
348,Hasaki,JP,57.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
349,Pomabamba,PE,63.72,broken clouds,-8.8333,-77.4667,VIVIENDA - ELSA CABELLO
350,Paducah,US,80.46,few clouds,37.0834,-88.6001,"Holiday Inn Paducah Riverfront, an IHG Hotel"
351,Namwala,ZM,84.11,overcast clouds,-15.7504,26.4384,Corner Point Lodge
352,Yulara,AU,65.88,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
354,Kununurra,AU,89.55,clear sky,-15.7667,128.7333,Hotel Kununurra
355,Bonthe,SL,78.96,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
356,Biak,ID,77.27,overcast clouds,-0.9131,122.8766,Penginapan Kim
357,La Crosse,US,77.34,clear sky,43.8014,-91.2396,Holiday Inn & Suites La Crosse - Downtown
358,Seminole,US,85.41,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering Lemonade and Shaved Hawaiian Ice
359,Khanpur,PK,75.83,clear sky,28.6453,70.6567,Ahmad Bartan store
360,Hamilton,US,79.75,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
362,Necochea,AR,69.03,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
363,Korla,CN,52.74,overcast clouds,41.7597,86.1469,Gulisitan Hotel
364,Sinnamary,GF,85.66,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
365,Sulangan,PH,83.53,overcast clouds,11.1373,123.7228,Maia's Beach Resort
366,Kearney,US,85.91,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
368,Pisco,PE,67.01,few clouds,-13.7,-76.2167,Hotel San Isidro Oficial
369,Wuwei,CN,50.74,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
372,Jardim,BR,87.55,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
373,Quchan,IR,53.98,light rain,37.106,58.5095,گلیم دستبافت کیمیایی
376,Koupela,BF,87.58,clear sky,12.1794,-0.3517,La maison des femmes prostituées ou Bourdelles de tenkodogo
377,Brae,GB,51.84,overcast clouds,60.3964,-1.353,Busta House Hotel
378,Buckeye,US,76.82,few clouds,33.3703,-112.5838,Buckeye Motor Hotel
380,Itacare,BR,79.52,few clouds,-14.2775,-38.9967,Ecoporan Hotel Charme Spa & Eventos
381,Minbu,MM,75.27,overcast clouds,20.1833,94.8833,Pan Tha Tin Guest House - Burmese Only
382,Indramayu,ID,81.05,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
384,Rio Gallegos,AR,66.25,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
385,Teguise,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
386,Salalah,OM,80.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
388,Rusape,ZW,63.43,overcast clouds,-18.5278,32.1284,Surrey Lodge
392,Havelock,US,64.4,overcast clouds,34.8791,-76.9013,Sherwood Motel
395,Beinamar,TD,74.34,light rain,8.6698,15.3813,
396,Padang,ID,75.56,overcast clouds,-0.9492,100.3543,Mercure Padang
397,Hualmay,PE,67.53,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
398,Portland,US,56.12,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
399,Kano,NG,83.79,overcast clouds,12.0001,8.5167,Royal Tropicana Hotel
401,Boende,CD,76.08,broken clouds,-0.2167,20.8667,
402,Cannes,FR,71.6,clear sky,43.55,7.0167,Hotel Barrière Le Majestic Cannes
403,Sao Felix Do Xingu,BR,89.08,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
406,Whitianga,NZ,54.55,few clouds,-36.8333,175.7,Beachside Resort Whitianga
407,Nisko,PL,54.86,few clouds,50.5199,22.1397,Zajazd Pod Jesionami
408,Katobu,ID,75.51,overcast clouds,-4.9408,122.5276,La Ode Husein
409,Waddan,LY,69.1,clear sky,29.1614,16.139,محل الشريف محمد العايب
410,Lagoa,PT,64.02,few clouds,39.05,-27.9833,Casa Das Faias
411,Ati,TD,92.86,clear sky,13.2154,18.3353,
413,Pontianak,ID,75.18,moderate rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
414,Zhuhai,CN,78.58,few clouds,22.2769,113.5678,珠海粤财假日酒店
416,Caborca,MX,72.46,overcast clouds,30.5838,-111.101,Hotel Los Lagos
417,Gat,IL,70.81,clear sky,31.61,34.7642,OlusHome
418,Hambantota,LK,78.67,overcast clouds,6.1241,81.1185,Bungalow 63
419,Pacific Grove,US,67.55,clear sky,36.6177,-121.9166,Lovers Point Inn
420,Lima,PE,64.65,clear sky,-12.0432,-77.0282,Hotel Kamana
421,Bryan,US,86.02,broken clouds,30.6744,-96.37,Best Western Premier Bryan College Station
422,Bima,ID,78.39,few clouds,-8.4667,118.7167,Lambitu Hotel
423,Trapani,IT,70.23,clear sky,37.8333,12.6667,
424,Vila Do Maio,CV,79.59,clear sky,15.1333,-23.2167,Hotel Marilu
426,South Sioux City,US,84.15,clear sky,42.4739,-96.4136,Hilton Garden Inn Sioux City Riverfront
428,Miri,MY,76.39,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
429,Syosset,US,61.84,overcast clouds,40.8262,-73.5021,The Inn at Fox Hollow
431,Makakilo City,US,80.92,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
432,Tandil,AR,66.69,overcast clouds,-37.3217,-59.1332,Hostal de la Sierra Tandil
433,Langsa,ID,75.13,overcast clouds,4.4683,97.9683,OYO 3328 Hotel Mori
434,Los Aquijes,PE,88.02,few clouds,-14.0967,-75.6908,Hostal Sumac
435,Taltal,CL,64.76,few clouds,-25.4,-70.4833,Residencial Karime
436,Chippewa Falls,US,75.72,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
437,Thinadhoo,MV,81.59,broken clouds,0.5333,72.9333,
438,Sambava,MG,71.42,clear sky,-14.2667,50.1667,Melrose
441,Camacha,PT,65.62,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
444,Bandarbeyla,SO,78.55,few clouds,9.4942,50.8122,JABIR HOTEL
445,Santo Antonio Do Sudoeste,BR,78.17,clear sky,-26.0736,-53.7253,Hotel Frontera
446,Srbobran,RS,65.44,overcast clouds,45.5539,19.8028,Ruza
447,Kailua,US,82.38,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
448,Przeworsk,PL,53.92,broken clouds,50.0591,22.4941,Restauracja U Teresy Catering Imprezy okolicznościowe Hotel Noclegi
449,Jibuti,DJ,76.48,clear sky,11.5,42.5,Orchid Main Camp Goubet
450,Monticello,US,76.35,clear sky,45.3055,-93.7941,Super 8 by Wyndham Monticello
451,Raga,SS,74.16,overcast clouds,8.4596,25.678,
453,Andapa,MG,66.74,overcast clouds,-14.65,49.65,Ramanandraibe Andapa
454,Codrington,AU,53.13,light rain,-38.2667,141.9667,
455,Velingara,SN,82.71,few clouds,13.15,-14.1167,Hotel Najla
456,Abnub,EG,71.67,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
457,Minden,DE,61.02,heavy intensity rain,52.2833,8.9167,Victoria Hotel Minden
458,Kayankulam,IN,78.96,scattered clouds,9.1833,76.5,Hotel Indraprastha
459,Ha Giang,VN,75.87,overcast clouds,22.8333,104.9833,Truong Xuan Resort
460,Muros,ES,62.83,few clouds,42.7762,-9.0603,Apartment Av. Castelao
462,Tashigang,BT,60.6,overcast clouds,27.3331,91.5542,Lingkhar Lodge
465,Tual,ID,83.3,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
466,Aswan,EG,76.03,clear sky,24.0934,32.907,Nuba Nile
469,Grand Island,US,87.75,clear sky,40.925,-98.342,Fairfield Inn & Suites by Marriott Grand Island
471,Dejen,ET,56.55,few clouds,10.1667,38.1333,ደጀን
472,Linhares,BR,73.0,overcast clouds,-19.3911,-40.0722,Hotel Conceição
477,Matay,EG,72.57,clear sky,28.419,30.7792,Nag Aespen
478,Atherton,GB,57.25,scattered clouds,53.5237,-2.4935,The Mercury Motel
479,Xam Nua,LA,61.95,few clouds,20.4197,104.0439,Xee Wang Guesthouse
480,Beloha,MG,70.57,few clouds,-25.1667,45.05,
482,Nuevo Progreso,MX,84.54,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
483,Tura,IN,69.39,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
484,Oshakati,,87.19,scattered clouds,-17.7833,15.6833,Oshakati Guest Hotel
489,Bataipora,BR,82.42,clear sky,-22.2953,-53.2711,Hotel Vale do Ivinhema
491,Ayorou,NE,89.46,clear sky,14.7308,0.9174,Hotel Amenokal
492,Bonavista,CA,56.84,few clouds,48.6499,-53.1147,Sweet Sharons bnb
493,Meulaboh,ID,78.66,light rain,4.1363,96.1285,Kost Pria
495,Matale,LK,70.39,overcast clouds,7.4721,80.6234,Anil's Inn
496,Buin,CL,77.32,clear sky,-33.7333,-70.75,Paihuen
497,Palu,ID,75.94,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
499,Basti,IN,70.21,clear sky,26.8,82.7167,SPOT ON 43231 Hotel Aura Inn SPOT
500,Pineville,US,84.09,broken clouds,31.3224,-92.4343,"Country Inn & Suites by Radisson, Pineville, LA"
501,Tiarei,PF,77.32,overcast clouds,-17.5333,-149.3333,Le Rocher de Tahiti
502,Baghdad,IQ,75.11,clear sky,33.3406,44.4009,Baghdad Hotel
503,Kalianget,ID,80.37,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
505,Nador,MA,71.85,clear sky,35.174,-2.9287,Hôtel La Giralda
507,Goundi,TD,79.11,overcast clouds,9.3627,17.366,
508,Middelburg,ZA,72.36,overcast clouds,-25.7751,29.4648,Oregon Place Guest House
509,Chapais,CA,67.78,clear sky,49.7834,-74.8492,Hôtel Opémiska
510,Minudasht,IR,62.92,scattered clouds,37.2289,55.3747,هتل قصر
511,Tuban,ID,77.88,overcast clouds,-6.8976,112.0649,Hotel Mustika
512,Palora,EC,73.98,moderate rain,-1.7,-77.9333,Rancho grande
513,Mbanza-Ngungu,CD,75.69,overcast clouds,-5.25,14.8667,Hotel Full Business
514,Saint-Francois,FR,71.04,clear sky,46.4154,3.9054,Maison Vin d'Hus
516,Assis,BR,82.89,clear sky,-22.6617,-50.4122,Santa Rosa Palace Hotel
517,Bardiyah,LY,68.56,clear sky,31.7561,25.0865,بورتو بردية
518,Pringsewu,ID,73.17,moderate rain,-5.3582,104.9744,Urban Style by Front One
519,Luwuk,ID,78.62,light rain,-0.9516,122.7875,Hotel Santika Luwuk
520,Jalingo,NG,80.22,broken clouds,8.8833,11.3667,Debright Motel
521,Kulhudhuffushi,MV,81.14,overcast clouds,6.6221,73.07,Haajy Guest House 1
522,Kawalu,ID,71.56,overcast clouds,-7.3817,108.2082,West Jontor
523,Menongue,AO,72.41,broken clouds,-14.6585,17.691,Ritz Lauca
524,Svetlyy,RU,51.96,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
525,Sur,OM,80.17,clear sky,22.5667,59.5289,Sur Plaza Hotel
528,Cacoal,BR,76.78,overcast clouds,-11.4386,-61.4472,Hotel BR 364
529,Ende,ID,79.59,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
530,Itaituba,BR,88.5,overcast clouds,-4.2761,-55.9836,Hotel Campos
531,Flinders,AU,62.19,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
533,Halifax,CA,65.68,overcast clouds,44.6453,-63.5724,Hotel Halifax
534,Cockburn Town,TC,82.35,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
535,Koraput,IN,60.57,overcast clouds,18.8167,82.7167,Raj Residency
536,Merrill,US,73.17,scattered clouds,45.1805,-89.6835,Prairie Motel
537,Nova Olinda Do Norte,BR,86.54,overcast clouds,-3.8881,-59.0942,Casa Juazeiro
538,Kiama,AU,62.38,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
540,Rio Verde De Mato Grosso,BR,88.47,overcast clouds,-18.9181,-54.8442,Quedas Palace Hotel
541,Maua,BR,70.45,scattered clouds,-23.6678,-46.4614,Hotel Capriccio Mauá
542,Port Augusta,AU,59.63,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
543,Ambilobe,MG,73.8,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
545,Zonguldak,TR,50.67,clear sky,41.25,31.8333,Yazioren Koyu Muhtarligi
546,Harper,LR,77.38,overcast clouds,4.375,-7.7169,Screensaver
549,San Miguel,SV,91.06,few clouds,13.4833,-88.1833,Excalibur
551,Olinda,BR,80.33,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
553,Port Keats,AU,83.41,clear sky,-14.25,129.55,Kardu Durrikardu Numida Hostel
554,Ngunguru,NZ,53.29,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
560,Kisaran,ID,74.53,overcast clouds,2.9845,99.6158,Penginapan Batubara1
561,Hobyo,SO,79.09,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
562,Banda Aceh,ID,79.95,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
563,Leona Vicario,MX,84.07,few clouds,20.9667,-87.1917,Don Ros Cabañas y Restaurante
564,Newport,GB,57.45,overcast clouds,51.5877,-2.9984,ibis budget Newport
565,Mount Gambier,AU,53.51,moderate rain,-37.8333,140.7667,The Commodore
567,Navolato,MX,91.63,broken clouds,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
568,Denpasar,ID,80.26,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta Dua
570,Boa Vista,BR,91.29,overcast clouds,2.8197,-60.6733,Aipana Plaza Hotel
573,Alyangula,AU,83.41,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
574,Nouakchott,MR,76.93,clear sky,18.0858,-15.9785,HOTEL IMAN
575,Mattawa,US,58.26,clear sky,46.7379,-119.9028,Sun & Sand Mobile Home Park
576,Bristol,US,58.82,overcast clouds,41.8334,-71.1662,
577,Mae Sai,TH,71.85,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
578,General Roca,AR,85.62,clear sky,-39.0333,-67.5833,Hotel El Recreo
581,Prainha,BR,96.21,scattered clouds,-1.8,-53.48,Casa Rocha
583,Maues,BR,98.1,broken clouds,-3.3836,-57.7186,Hotel Miramar
584,San Rafael,AR,80.53,clear sky,-34.6177,-68.3301,Hotel San Rafael
585,Labuan,MY,79.16,thunderstorm,5.2767,115.2417,Tiara Labuan Hotel
586,Hami,CN,54.99,clear sky,42.8,93.45,Laoyutang Resort
588,Iquique,CL,62.64,scattered clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
589,The Valley,AI,87.66,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
591,Monrovia,LR,78.57,broken clouds,6.3005,-10.7969,Sunset Inn
592,Sampit,ID,74.68,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
594,Dwarka,IN,82.78,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
595,Shenzhen,CN,80.98,overcast clouds,22.5455,114.0683,Grand Skylight
596,Rwamagana,RW,72.84,clear sky,-1.9487,30.4347,Avega East Hostel
598,Enzan,JP,55.9,overcast clouds,35.7,138.7333,Fuefukigawa Onsen Zabou
599,Mount Isa,AU,81.25,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
600,Kushima,JP,60.62,scattered clouds,31.4583,131.2333,Hanaoka
602,Tandalti,SD,94.24,broken clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
603,Basco,PH,79.84,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
605,Mabaruma,GY,85.91,moderate rain,8.2,-59.7833,Monty Brooms Guest House
606,Fomboni,KM,77.85,clear sky,-12.28,43.7425,Auberge les abou
607,Cidreira,BR,67.15,clear sky,-30.1811,-50.2056,Hotel Castelo
608,Ladson,US,77.95,clear sky,32.9857,-80.1098,Wingate by Wyndham Charleston University Boulevard
609,Buluang,PH,76.08,broken clouds,13.3068,123.3425,Sacueza Beach Resort
610,Grand-Lahou,CI,77.76,broken clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
611,Namatanai,PG,77.63,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
612,Ullapool,GB,52.11,overcast clouds,57.8987,-5.1604,Argyll Hotel
613,Hermon,US,66.15,overcast clouds,44.8101,-68.9134,Pumpkin Patch RV Resort
615,Seabra,BR,74.07,broken clouds,-12.4186,-41.7703,Cambuí Hotel
616,Zwedru,LR,73.58,moderate rain,6.0667,-8.1281,Elijah Worjloh
617,Pingliang,CN,52.56,overcast clouds,35.5392,106.6861,North Gate Hostel
620,Canon City,US,67.98,broken clouds,38.441,-105.2424,Travel Inn Motel
621,Tahta,EG,72.73,clear sky,26.7693,31.5021,فندق الزيات
622,Betafo,MG,63.9,clear sky,-19.8333,46.85,CHEZ MALALA
623,Athens,GR,69.94,clear sky,37.9795,23.7162,Safestay Athens
624,Taoudenni,ML,88.95,overcast clouds,22.6783,-3.9836,
626,Wanning,CN,73.76,overcast clouds,18.8003,110.3967,Paradise Hotel
628,Central Point,US,53.29,broken clouds,42.376,-122.9164,Courtyard by Marriott Medford Airport
629,Aguimes,ES,70.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
630,Manggar,ID,77.4,overcast clouds,-2.8833,108.2667,Guest Hotel
631,Nioki,CD,73.42,light rain,-2.7167,17.6833,
633,Coquimbo,CL,60.53,broken clouds,-29.9533,-71.3436,Hotel San Juan
634,Constantine,DZ,76.41,clear sky,36.365,6.6147,Grand Hotel Cirta
635,Alice Springs,AU,62.15,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
636,Iranshahr,IR,77.34,clear sky,27.2025,60.6848,نیک سرشت
638,Lobito,AO,76.41,overcast clouds,-12.3481,13.5456,Casa Rosa Hotel Residence
640,Urucara,BR,95.14,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
641,Autun,FR,57.51,overcast clouds,46.95,4.3,Les Ursulines Hotel
643,Bara,NG,85.32,broken clouds,10.3744,10.7288,
644,Miramar,US,87.01,broken clouds,25.9873,-80.2323,Stadium Hotel
645,Wilmington,US,74.95,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
646,Calama,CL,75.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
647,Calabozo,VE,88.72,overcast clouds,8.9242,-67.4293,Hotel Giardini
651,Nalut,LY,72.1,clear sky,30.3333,10.85,
652,Angoche,MZ,76.87,clear sky,-16.2325,39.9086,Guest House HESADA
653,Jijiga,ET,68.0,light rain,9.35,42.8,RAMAAS HOTEL
654,San Vicente,AR,79.12,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
656,Tambun,ID,81.03,overcast clouds,-6.2641,107.0712,Metland Hotel Bekasi
657,Balaguer,ES,67.68,overcast clouds,41.7912,0.8109,Hotel Balaguer
658,Madras,IN,78.78,mist,13.0878,80.2785,"Taj Connemara, Chennai"
660,Deming,US,71.49,clear sky,32.2687,-107.7586,Best Western Deming Southwest Inn
661,Bunia,CD,64.87,clear sky,1.5667,30.25,Gold Star International Hotel
662,Biu,NG,79.2,broken clouds,10.6129,12.1946,Emir's Palace
663,Sao Jose Da Coroa Grande,BR,80.22,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
664,Buala,SB,78.89,light rain,-8.145,159.5921,Maringe Lagoon Lodge
665,Naze,JP,67.12,clear sky,28.3667,129.4833,Shishime Hotel
666,Uruacu,BR,86.45,overcast clouds,-14.5247,-49.1408,Cassius Hotel
667,Bahia Blanca,AR,76.44,few clouds,-38.7196,-62.2724,Hotel Argos
668,Tanout,NE,85.78,scattered clouds,14.9709,8.8879,
669,Westport,US,62.28,overcast clouds,41.1415,-73.3579,The Westport Inn
671,Hirado,JP,63.39,overcast clouds,33.3597,129.5531,Samson Hotel
672,Ambanja,MG,73.26,clear sky,-13.6833,48.45,Hotel Salama and Fast Food
673,Gamboma,CG,74.21,overcast clouds,-1.8764,15.8644,Residence N'Keni
674,Krasnotorka,UA,50.36,light rain,48.682,37.5327,Pansionat Paradiz
675,Bantacan,PH,74.55,overcast clouds,7.604,126.1298,
676,West Bend,US,74.82,clear sky,43.4253,-88.1834,AmericInn by Wyndham West Bend
678,Cacule,BR,85.44,overcast clouds,-14.5033,-42.2222,"Radar Palace Hotel: Suítes, Apartamentos, Hospedagem em Caculé BA"
679,Roma,US,70.83,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
681,Shadegan,IR,80.55,clear sky,30.6497,48.6647,مسافر خانه ابو ولید
